Auction Time,Edge Label,Good,Fisher Prices,New Prices,Capacity
1,e1202,"V007_67_arr, V007_67",0.0,0.0,1.0
1,e1203,"V007_68, V007_68_dep",0.0,0.0,2.0
1,e1204,"V007_68, V007_69",0.0,0.0,7.0
1,e1205,"V006_67_arr, V006_67",0.0,0.0,1.0
1,e1206,"V006_68, V006_68_dep",0.0,0.0,4.0
1,e1207,"V006_68, V006_69",0.0,0.0,8.0
1,e1208,"V001_67_dep, V002_72_arr",0.0,0.0,3.0
1,e1209,"V001_67_arr, V001_67",0.0,0.0,2.0
1,e1210,"V001_68, V001_68_dep",0.0,0.0,1.0
1,e1211,"V001_68, V001_69",0.0,0.0,7.0
1,e1212,"V002_68_arr, V002_68",0.0,0.0,1.0
1,e1213,"V002_69, V002_69_dep",0.0,0.0,5.0
1,e1214,"V002_69, V002_70",0.02021072142074143,0.02021072142074143,8.0
1,e1215,"V003_68_dep, V006_90_arr",0.0,0.0,4.0
1,e1216,"V003_68_arr, V003_68",0.0,0.0,2.0
1,e1217,"V003_69, V003_69_dep",0.0,0.0,1.0
1,e1218,"V003_69, V003_70",0.0,0.0,7.0
1,e1219,"V007_68_arr, V007_68",0.0,0.0,1.0
1,e1220,"V007_69, V007_69_dep",0.0,0.0,2.0
1,e1221,"V007_69, V007_70",0.0,0.0,7.0
1,e1222,"V006_68_arr, V006_68",0.0,0.0,1.0
1,e1223,"V006_69, V006_69_dep",0.0,0.0,4.0
1,e1224,"V006_69, V006_70",0.0,0.0,8.0
1,e1225,"V001_68_dep, V002_73_arr",0.0,0.0,3.0
1,e1226,"V001_68_arr, V001_68",0.0,0.0,2.0
1,e1227,"V001_69, V001_69_dep",0.0,0.0,1.0
1,e1228,"V001_69, V001_70",0.0,0.0,7.0
1,e1229,"V002_69_arr, V002_69",0.0,0.0,1.0
1,e1230,"V002_70, V002_70_dep",0.0,0.0,5.0
1,e1231,"V002_70, V002_71",0.0044424489033145775,0.0044424489033145775,8.0
1,e1232,"V003_69_dep, V006_91_arr",0.0,0.0,4.0
1,e1233,"V003_69_arr, V003_69",0.0,0.0,2.0
1,e1234,"V003_70, V003_70_dep",0.0,0.0,1.0
1,e1235,"V003_70, V003_71",0.0,0.0,7.0
1,e1236,"V007_69_arr, V007_69",0.0,0.0,1.0
1,e1237,"V007_70, V007_70_dep",0.0,0.0,2.0
1,e1238,"V007_70, V007_71",0.0,0.0,7.0
1,e1239,"V006_69_arr, V006_69",0.0,0.0,1.0
1,e1240,"V006_70, V006_70_dep",0.0,0.0,4.0
1,e1241,"V006_70, V006_71",0.0,0.0,8.0
1,e1242,"V001_69_dep, V002_74_arr",0.0,0.0,3.0
1,e1243,"V001_69_arr, V001_69",0.0,0.0,2.0
1,e1244,"V001_70, V001_70_dep",0.0,0.0,1.0
1,e1245,"V001_70, V001_71",0.0,0.0,7.0
1,e1246,"V002_70_arr, V002_70",0.0,0.0,1.0
1,e1247,"V002_71, V002_71_dep",0.0,0.0,5.0
1,e1248,"V002_71, V002_72",0.0,0.0,8.0
1,e1249,"V003_70_dep, V006_92_arr",0.0,0.0,4.0
1,e1250,"V003_70_arr, V003_70",0.0,0.0,2.0
1,e1251,"V003_71, V003_71_dep",0.0,0.0,1.0
1,e1252,"V003_71, V003_72",0.0,0.0,7.0
1,e1253,"V007_70_arr, V007_70",0.0,0.0,1.0
1,e1254,"V007_71, V007_71_dep",0.0,0.0,2.0
1,e1255,"V007_71, V007_72",0.0,0.0,7.0
1,e1256,"V006_70_arr, V006_70",0.0,0.0,1.0
1,e1257,"V006_71, V006_71_dep",0.0,0.0,4.0
1,e1258,"V006_71, V006_72",0.0,0.0,8.0
1,e1259,"V001_70_dep, V002_75_arr",0.0,0.0,3.0
1,e1260,"V001_70_arr, V001_70",0.0,0.0,2.0
1,e1261,"V001_71, V001_71_dep",0.0,0.0,1.0
1,e1262,"V001_71, V001_72",0.0,0.0,7.0
1,e1263,"V002_71_arr, V002_71",0.0,0.0,1.0
1,e1264,"V002_72, V002_72_dep",0.0,0.0,5.0
1,e1265,"V002_72, V002_73",0.0,0.0,8.0
1,e1266,"V003_71_dep, V006_93_arr",0.0,0.0,4.0
1,e1267,"V003_71_arr, V003_71",0.0,0.0,2.0
1,e1268,"V003_72, V003_72_dep",0.0,0.0,1.0
1,e1269,"V003_72, V003_73",0.0,0.0,7.0
1,e1270,"V007_71_arr, V007_71",0.0,0.0,1.0
1,e1271,"V007_72, V007_72_dep",0.0,0.0,2.0
1,e1272,"V007_72, V007_73",0.0,0.0,7.0
1,e1273,"V006_71_arr, V006_71",0.0,0.0,1.0
1,e1274,"V006_72, V006_72_dep",0.0,0.0,4.0
1,e1275,"V006_72, V006_73",0.0,0.0,8.0
1,e1276,"V001_71_dep, V002_76_arr",0.0,0.0,3.0
1,e1277,"V001_71_arr, V001_71",0.0,0.0,2.0
1,e1278,"V001_72, V001_72_dep",0.0,0.0,1.0
1,e1279,"V001_72, V001_73",0.0,0.0,7.0
1,e1280,"V002_72_arr, V002_72",0.0,0.0,1.0
1,e1281,"V002_73, V002_73_dep",0.0,0.0,5.0
1,e1282,"V002_73, V002_74",0.0,0.0,8.0
1,e1283,"V003_72_dep, V006_94_arr",0.0,0.0,4.0
1,e1284,"V003_72_arr, V003_72",0.0,0.0,2.0
1,e1285,"V003_73, V003_73_dep",0.0,0.0,1.0
1,e1286,"V003_73, V003_74",0.0,0.0,7.0
1,e1287,"V007_72_arr, V007_72",0.0,0.0,1.0
1,e1288,"V007_73, V007_73_dep",0.0,0.0,2.0
1,e1289,"V007_73, V007_74",0.0,0.0,7.0
1,e1290,"V006_72_arr, V006_72",0.0,0.0,1.0
1,e1291,"V006_73, V006_73_dep",0.0,0.0,4.0
1,e1292,"V006_73, V006_74",0.0,0.0,8.0
1,e1293,"V001_72_dep, V002_77_arr",0.0,0.0,3.0
1,e1294,"V001_72_arr, V001_72",0.0,0.0,2.0
1,e1295,"V001_73, V001_73_dep",0.0,0.0,1.0
1,e1296,"V001_73, V001_74",0.0,0.0,7.0
1,e1297,"V002_73_arr, V002_73",0.0,0.0,1.0
1,e1298,"V002_74, V002_74_dep",0.0,0.0,5.0
1,e1299,"V002_74, V002_75",0.0,0.0,8.0
1,e1300,"V003_73_dep, V006_95_arr",0.0,0.0,4.0
1,e1301,"V003_73_arr, V003_73",0.0,0.0,2.0
1,e1302,"V003_74, V003_74_dep",0.0,0.0,1.0
1,e1303,"V003_74, V003_75",0.0,0.0,7.0
1,e1304,"V007_73_arr, V007_73",0.0,0.0,1.0
1,e1305,"V007_74, V007_74_dep",0.0,0.0,2.0
1,e1306,"V007_74, V007_75",0.0,0.0,7.0
1,e1307,"V006_73_arr, V006_73",0.0,0.0,1.0
1,e1308,"V006_74, V006_74_dep",0.0,0.0,4.0
1,e1309,"V006_74, V006_75",0.0,0.0,8.0
1,e1310,"V001_73_dep, V002_78_arr",0.0,0.0,3.0
1,e1311,"V001_73_arr, V001_73",0.0,0.0,2.0
1,e1312,"V001_74, V001_74_dep",0.0,0.0,1.0
1,e1313,"V001_74, V001_75",0.0,0.0,7.0
1,e1314,"V002_74_arr, V002_74",0.0,0.0,1.0
1,e1315,"V002_75, V002_75_dep",0.0,0.0,5.0
1,e1316,"V002_75, V002_76",0.0,0.0,8.0
1,e1317,"V003_74_dep, V006_96_arr",0.0,0.0,4.0
1,e1318,"V003_74_arr, V003_74",0.0,0.0,2.0
1,e1319,"V003_75, V003_75_dep",0.0,0.0,1.0
1,e1320,"V003_75, V003_76",0.0,0.0,7.0
1,e1321,"V007_74_arr, V007_74",0.0,0.0,1.0
1,e1322,"V007_75, V007_75_dep",0.0,0.0,2.0
1,e1323,"V007_75, V007_76",0.0,0.0,7.0
1,e1324,"V006_74_arr, V006_74",0.0,0.0,1.0
1,e1325,"V006_75, V006_75_dep",0.0,0.0,4.0
1,e1326,"V006_75, V006_76",0.0,0.0,8.0
1,e1327,"V001_74_dep, V002_79_arr",0.0,0.0,3.0
1,e1328,"V001_74_arr, V001_74",0.0,0.0,2.0
1,e1329,"V001_75, V001_75_dep",0.0,0.0,1.0
1,e1330,"V001_75, V001_76",0.0,0.0,7.0
1,e1331,"V002_75_arr, V002_75",0.0,0.0,1.0
1,e1332,"V002_76, V002_76_dep",0.0,0.0,5.0
1,e1333,"V002_76, V002_77",0.0,0.0,8.0
1,e1334,"V003_75_dep, V006_97_arr",0.0,0.0,4.0
1,e1335,"V003_75_arr, V003_75",0.0,0.0,2.0
1,e1336,"V003_76, V003_76_dep",0.0,0.0,1.0
1,e1337,"V003_76, V003_77",0.0,0.0,7.0
1,e1338,"V007_75_arr, V007_75",0.0,0.0,1.0
1,e1339,"V007_76, V007_76_dep",0.0,0.0,2.0
1,e1340,"V007_76, V007_77",0.0,0.0,7.0
1,e1341,"V006_75_arr, V006_75",0.0,0.0,1.0
1,e1342,"V006_76, V006_76_dep",0.0,0.0,4.0
1,e1343,"V006_76, V006_77",0.0,0.0,8.0
1,e1344,"V001_75_dep, V002_80_arr",0.0,0.0,3.0
1,e1345,"V001_75_arr, V001_75",0.0,0.0,2.0
1,e1346,"V001_76, V001_76_dep",0.0,0.0,1.0
1,e1347,"V001_76, V001_77",0.0,0.0,7.0
1,e1348,"V002_76_arr, V002_76",0.0,0.0,1.0
1,e1349,"V002_77, V002_77_dep",0.0,0.0,5.0
1,e1350,"V002_77, V002_78",0.0,0.0,8.0
1,e1351,"V003_76_dep, V006_98_arr",0.0,0.0,4.0
1,e1352,"V003_76_arr, V003_76",0.0,0.0,2.0
1,e1353,"V003_77, V003_77_dep",0.0,0.0,1.0
1,e1354,"V003_77, V003_78",0.0,0.0,7.0
1,e1355,"V007_76_arr, V007_76",0.0,0.0,1.0
1,e1356,"V007_77, V007_77_dep",0.0,0.0,2.0
1,e1357,"V007_77, V007_78",0.0,0.0,7.0
1,e1358,"V006_76_arr, V006_76",0.0,0.0,1.0
1,e1359,"V006_77, V006_77_dep",0.0,0.0,4.0
1,e1360,"V006_77, V006_78",0.0,0.0,8.0
1,e1361,"V001_76_dep, V002_81_arr",0.0,0.0,3.0
1,e1362,"V001_76_arr, V001_76",0.0,0.0,2.0
1,e1363,"V001_77, V001_77_dep",0.0,0.0,1.0
1,e1364,"V001_77, V001_78",0.0,0.0,7.0
1,e1365,"V002_77_arr, V002_77",0.0,0.0,1.0
1,e1366,"V002_78, V002_78_dep",0.0,0.0,5.0
1,e1367,"V002_78, V002_79",0.0,0.0,8.0
1,e1368,"V003_77_dep, V006_99_arr",0.0,0.0,4.0
1,e1369,"V003_77_arr, V003_77",0.0,0.0,2.0
1,e1370,"V003_78, V003_78_dep",0.0,0.0,1.0
1,e1371,"V003_78, V003_79",0.0,0.0,7.0
1,e1372,"V007_77_arr, V007_77",0.0,0.0,1.0
1,e1373,"V007_78, V007_78_dep",0.0,0.0,2.0
1,e1374,"V007_78, V007_79",0.0,0.0,7.0
1,e1375,"V006_77_arr, V006_77",0.0,0.0,1.0
1,e1376,"V006_78, V006_78_dep",0.0,0.0,4.0
1,e1377,"V006_78, V006_79",0.0,0.0,8.0
1,e1378,"V001_77_dep, V002_82_arr",0.0,0.0,3.0
1,e1379,"V001_77_arr, V001_77",0.0,0.0,2.0
1,e1380,"V001_78, V001_78_dep",0.0,0.0,1.0
1,e1381,"V001_78, V001_79",0.0,0.0,7.0
1,e1382,"V002_78_arr, V002_78",0.0,0.0,1.0
1,e1383,"V002_79, V002_79_dep",0.0,0.0,5.0
1,e1384,"V002_79, V002_80",0.0,0.0,8.0
1,e1385,"V003_78_dep, V006_100_arr",0.0,0.0,4.0
1,e1386,"V003_78_arr, V003_78",0.0,0.0,2.0
1,e1387,"V003_79, V003_79_dep",0.0,0.0,1.0
1,e1388,"V003_79, V003_80",0.0,0.0,7.0
1,e1389,"V007_78_arr, V007_78",0.0,0.0,1.0
1,e1390,"V007_79, V007_79_dep",0.0,0.0,2.0
1,e1391,"V007_79, V007_80",0.0,0.0,7.0
1,e1392,"V006_78_arr, V006_78",0.0,0.0,1.0
1,e1393,"V006_79, V006_79_dep",0.0,0.0,4.0
1,e1394,"V006_79, V006_80",0.0,0.0,8.0
1,e1395,"V001_78_dep, V002_83_arr",0.0,0.0,3.0
1,e1396,"V001_78_arr, V001_78",0.0,0.0,2.0
1,e1397,"V001_79, V001_79_dep",0.0,0.0,1.0
1,e1398,"V001_79, V001_80",0.0,0.0,7.0
1,e1399,"V002_79_arr, V002_79",0.0,0.0,1.0
1,e1400,"V002_80, V002_80_dep",0.0,0.0,5.0
1,e1401,"V002_80, V002_81",0.0,0.0,8.0
1,e1402,"V003_79_arr, V003_79",0.0,0.0,2.0
1,e1403,"V003_80, V003_80_dep",0.0,0.0,1.0
1,e1404,"V003_80, V003_81",0.0,0.0,7.0
1,e1405,"V007_79_arr, V007_79",0.0,0.0,1.0
1,e1406,"V007_80, V007_80_dep",0.0,0.0,2.0
1,e1407,"V007_80, V007_81",0.0,0.0,7.0
1,e1408,"V006_79_arr, V006_79",0.0,0.0,1.0
1,e1409,"V006_80, V006_80_dep",0.0,0.0,4.0
1,e1410,"V006_80, V006_81",0.0,0.0,8.0
1,e1411,"V001_79_dep, V002_84_arr",0.0,0.0,3.0
1,e1412,"V001_79_arr, V001_79",0.0,0.0,2.0
1,e1413,"V001_80, V001_80_dep",0.0,0.0,1.0
1,e1414,"V001_80, V001_81",0.0,0.0,7.0
1,e1415,"V002_80_arr, V002_80",0.0,0.0,1.0
1,e1416,"V002_81, V002_81_dep",0.0,0.0,5.0
1,e1417,"V002_81, V002_82",0.0,0.0,8.0
1,e1418,"V003_80_arr, V003_80",0.0,0.0,2.0
1,e1419,"V003_81, V003_81_dep",0.0,0.0,1.0
1,e1420,"V003_81, V003_82",0.0,0.0,7.0
1,e1421,"V007_80_arr, V007_80",0.0,0.0,1.0
1,e1422,"V007_81, V007_81_dep",0.0,0.0,2.0
1,e1423,"V007_81, V007_82",0.0,0.0,7.0
1,e1424,"V006_80_arr, V006_80",0.0,0.0,1.0
1,e1425,"V006_81, V006_81_dep",0.0,0.0,4.0
1,e1426,"V006_81, V006_82",0.0,0.0,8.0
1,e1427,"V001_80_dep, V002_85_arr",0.0,0.0,3.0
1,e1428,"V001_80_arr, V001_80",0.0,0.0,2.0
1,e1429,"V001_81, V001_81_dep",0.0,0.0,1.0
1,e1430,"V001_81, V001_82",0.0,0.0,7.0
1,e1431,"V002_81_arr, V002_81",0.0,0.0,1.0
1,e1432,"V002_82, V002_82_dep",0.0,0.0,5.0
1,e1433,"V002_82, V002_83",0.0,0.0,8.0
1,e1434,"V003_81_arr, V003_81",0.0,0.0,2.0
1,e1435,"V003_82, V003_82_dep",0.0,0.0,1.0
1,e1436,"V003_82, V003_83",0.0,0.0,7.0
1,e1437,"V007_81_arr, V007_81",0.0,0.0,1.0
1,e1438,"V007_82, V007_82_dep",0.0,0.0,2.0
1,e1439,"V007_82, V007_83",0.0,0.0,7.0
1,e1440,"V006_81_arr, V006_81",0.0,0.0,1.0
1,e1441,"V006_82, V006_82_dep",0.0,0.0,4.0
1,e1442,"V006_82, V006_83",0.0,0.0,8.0
1,e1443,"V001_81_dep, V002_86_arr",0.0,0.0,3.0
1,e1444,"V001_81_arr, V001_81",0.0,0.0,2.0
1,e1445,"V001_82, V001_82_dep",0.0,0.0,1.0
1,e1446,"V001_82, V001_83",0.0,0.0,7.0
1,e1447,"V002_82_arr, V002_82",0.0,0.0,1.0
1,e1448,"V002_83, V002_83_dep",0.0,0.0,5.0
1,e1449,"V002_83, V002_84",0.0,0.0,8.0
1,e1450,"V003_82_arr, V003_82",0.0,0.0,2.0
1,e1451,"V003_83, V003_83_dep",0.0,0.0,1.0
1,e1452,"V003_83, V003_84",0.0,0.0,7.0
1,e1453,"V007_82_arr, V007_82",0.0,0.0,1.0
1,e1454,"V007_83, V007_83_dep",0.0,0.0,2.0
1,e1455,"V007_83, V007_84",0.0,0.0,7.0
1,e1456,"V006_82_arr, V006_82",0.0,0.0,1.0
1,e1457,"V006_83, V006_83_dep",0.0,0.0,4.0
1,e1458,"V006_83, V006_84",0.0,0.0,8.0
1,e1459,"V001_82_dep, V002_87_arr",0.0,0.0,3.0
1,e1460,"V001_82_arr, V001_82",0.0,0.0,2.0
1,e1461,"V001_83, V001_83_dep",0.0,0.0,1.0
1,e1462,"V001_83, V001_84",0.0,0.0,7.0
1,e1463,"V002_83_arr, V002_83",0.0,0.0,1.0
1,e1464,"V002_84, V002_84_dep",0.0,0.0,5.0
1,e1465,"V002_84, V002_85",0.0,0.0,8.0
1,e1466,"V003_83_arr, V003_83",0.0,0.0,2.0
1,e1467,"V003_84, V003_84_dep",0.0,0.0,1.0
1,e1468,"V003_84, V003_85",0.0,0.0,7.0
1,e1469,"V007_83_arr, V007_83",0.0,0.0,1.0
1,e1470,"V007_84, V007_84_dep",0.0,0.0,2.0
1,e1471,"V007_84, V007_85",0.0,0.0,7.0
1,e1472,"V006_83_arr, V006_83",0.0,0.0,1.0
1,e1473,"V006_84, V006_84_dep",0.0,0.0,4.0
1,e1474,"V006_84, V006_85",0.0,0.0,8.0
1,e1475,"V001_83_dep, V002_88_arr",0.0,0.0,3.0
1,e1476,"V001_83_arr, V001_83",0.0,0.0,2.0
1,e1477,"V001_84, V001_84_dep",0.0,0.0,1.0
1,e1478,"V001_84, V001_85",0.0,0.0,7.0
1,e1479,"V002_84_arr, V002_84",0.0,0.0,1.0
1,e1480,"V002_85, V002_85_dep",0.0,0.0,5.0
1,e1481,"V002_85, V002_86",0.0,0.0,8.0
1,e1482,"V003_84_arr, V003_84",0.0,0.0,2.0
1,e1483,"V003_85, V003_85_dep",0.0,0.0,1.0
1,e1484,"V003_85, V003_86",0.0,0.0,7.0
1,e1485,"V007_84_arr, V007_84",0.0,0.0,1.0
1,e1486,"V007_85, V007_85_dep",0.0,0.0,2.0
1,e1487,"V007_85, V007_86",0.0,0.0,7.0
1,e1488,"V006_84_arr, V006_84",0.0,0.0,1.0
1,e1489,"V006_85, V006_85_dep",0.0,0.0,4.0
1,e1490,"V006_85, V006_86",0.0,0.0,8.0
1,e1491,"V001_84_dep, V002_89_arr",0.0,0.0,3.0
1,e1492,"V001_84_arr, V001_84",0.0,0.0,2.0
1,e1493,"V001_85, V001_85_dep",0.0,0.0,1.0
1,e1494,"V001_85, V001_86",0.0,0.0,7.0
1,e1495,"V002_85_arr, V002_85",0.0,0.0,1.0
1,e1496,"V002_86, V002_86_dep",0.0,0.0,5.0
1,e1497,"V002_86, V002_87",0.0,0.0,8.0
1,e1498,"V003_85_arr, V003_85",0.0,0.0,2.0
1,e1499,"V003_86, V003_86_dep",0.0,0.0,1.0
1,e1500,"V003_86, V003_87",0.0,0.0,7.0
1,e1501,"V007_85_arr, V007_85",0.0,0.0,1.0
1,e1502,"V007_86, V007_86_dep",0.0,0.0,2.0
1,e1503,"V007_86, V007_87",0.0,0.0,7.0
1,e1504,"V006_85_arr, V006_85",0.0,0.0,1.0
1,e1505,"V006_86, V006_86_dep",0.0,0.0,4.0
1,e1506,"V006_86, V006_87",0.0,0.0,8.0
1,e1507,"V001_85_dep, V002_90_arr",0.0,0.0,3.0
1,e1508,"V001_85_arr, V001_85",0.0,0.0,2.0
1,e1509,"V001_86, V001_86_dep",0.0,0.0,1.0
1,e1510,"V001_86, V001_87",0.0,0.0,7.0
1,e1511,"V002_86_arr, V002_86",0.0,0.0,1.0
1,e1512,"V002_87, V002_87_dep",0.0,0.0,5.0
1,e1513,"V002_87, V002_88",0.0,0.0,8.0
1,e1514,"V003_86_arr, V003_86",0.0,0.0,2.0
1,e1515,"V003_87, V003_87_dep",0.0,0.0,1.0
1,e1516,"V003_87, V003_88",0.0,0.0,7.0
1,e1517,"V007_86_arr, V007_86",0.0,0.0,1.0
1,e1518,"V007_87, V007_87_dep",0.0,0.0,2.0
1,e1519,"V007_87, V007_88",0.0,0.0,7.0
1,e1520,"V006_86_arr, V006_86",0.0,0.0,1.0
1,e1521,"V006_87, V006_87_dep",0.0,0.0,4.0
1,e1522,"V006_87, V006_88",0.0,0.0,8.0
1,e1523,"V001_86_dep, V002_91_arr",0.0,0.0,3.0
1,e1524,"V001_86_arr, V001_86",0.0,0.0,2.0
1,e1525,"V001_87, V001_87_dep",0.0,0.0,1.0
1,e1526,"V001_87, V001_88",0.0,0.0,7.0
1,e1527,"V002_87_arr, V002_87",0.0,0.0,1.0
1,e1528,"V002_88, V002_88_dep",0.0,0.0,5.0
1,e1529,"V002_88, V002_89",0.0,0.0,8.0
1,e1530,"V003_87_arr, V003_87",0.0,0.0,2.0
1,e1531,"V003_88, V003_88_dep",0.0,0.0,1.0
1,e1532,"V003_88, V003_89",0.0,0.0,7.0
1,e1533,"V007_87_arr, V007_87",0.0,0.0,1.0
1,e1534,"V007_88, V007_88_dep",0.0,0.0,2.0
1,e1535,"V007_88, V007_89",0.0,0.0,7.0
1,e1536,"V006_87_arr, V006_87",0.0,0.0,1.0
1,e1537,"V006_88, V006_88_dep",0.0,0.0,4.0
1,e1538,"V006_88, V006_89",0.0,0.0,8.0
1,e1539,"V001_87_dep, V002_92_arr",0.0,0.0,3.0
1,e1540,"V001_87_arr, V001_87",0.0,0.0,2.0
1,e1541,"V001_88, V001_88_dep",0.0,0.0,1.0
1,e1542,"V001_88, V001_89",0.0,0.0,7.0
1,e1543,"V002_88_arr, V002_88",0.0,0.0,1.0
1,e1544,"V002_89, V002_89_dep",0.0,0.0,5.0
1,e1545,"V002_89, V002_90",0.0,0.0,8.0
1,e1546,"V003_88_arr, V003_88",0.0,0.0,2.0
1,e1547,"V003_89, V003_89_dep",0.0,0.0,1.0
1,e1548,"V003_89, V003_90",0.0,0.0,7.0
1,e1549,"V007_88_arr, V007_88",0.0,0.0,1.0
1,e1550,"V007_89, V007_89_dep",0.0,0.0,2.0
1,e1551,"V007_89, V007_90",0.0,0.0,7.0
1,e1552,"V006_88_arr, V006_88",0.0,0.0,1.0
1,e1553,"V006_89, V006_89_dep",0.0,0.0,4.0
1,e1554,"V006_89, V006_90",0.0,0.0,8.0
1,e1555,"V001_88_dep, V002_93_arr",0.0,0.0,3.0
1,e1556,"V001_88_arr, V001_88",0.0,0.0,2.0
1,e1557,"V001_89, V001_89_dep",0.0,0.0,1.0
1,e1558,"V001_89, V001_90",0.0,0.0,7.0
1,e1559,"V002_89_arr, V002_89",0.0,0.0,1.0
1,e1560,"V002_90, V002_90_dep",0.0,0.0,5.0
1,e1561,"V002_90, V002_91",0.0,0.0,8.0
1,e1562,"V003_89_arr, V003_89",0.0,0.0,2.0
1,e1563,"V003_90, V003_90_dep",0.0,0.0,1.0
1,e1564,"V003_90, V003_91",0.0,0.0,7.0
1,e1565,"V007_89_arr, V007_89",0.0,0.0,1.0
1,e1566,"V007_90, V007_90_dep",0.0,0.0,2.0
1,e1567,"V007_90, V007_91",0.0,0.0,7.0
1,e1568,"V006_89_arr, V006_89",0.0,0.0,1.0
1,e1569,"V006_90, V006_90_dep",0.0,0.0,4.0
1,e1570,"V006_90, V006_91",0.0,0.0,8.0
1,e1571,"V001_89_dep, V002_94_arr",0.0,0.0,3.0
1,e1572,"V001_89_arr, V001_89",0.0,0.0,2.0
1,e1573,"V001_90, V001_90_dep",0.0,0.0,1.0
1,e1574,"V001_90, V001_91",0.0,0.0,7.0
1,e1575,"V002_90_arr, V002_90",0.0,0.0,1.0
1,e1576,"V002_91, V002_91_dep",0.0,0.0,5.0
1,e1577,"V002_91, V002_92",0.04605773795578472,0.04605773795578472,8.0
1,e1578,"V003_90_arr, V003_90",0.0,0.0,2.0
1,e1579,"V003_91, V003_91_dep",0.0,0.0,1.0
1,e1580,"V003_91, V003_92",0.0,0.0,7.0
1,e1581,"V007_90_arr, V007_90",0.0,0.0,1.0
1,e1582,"V007_91, V007_91_dep",0.0,0.0,2.0
1,e1583,"V007_91, V007_92",0.0,0.0,7.0
1,e1584,"V006_90_arr, V006_90",0.0,0.0,1.0
1,e1585,"V006_91, V006_91_dep",0.0,0.0,4.0
1,e1586,"V006_91, V006_92",0.0,0.0,8.0
1,e1587,"V001_90_dep, V002_95_arr",0.0,0.0,3.0
1,e1588,"V001_90_arr, V001_90",0.0,0.0,2.0
1,e1589,"V001_91, V001_91_dep",0.0,0.0,1.0
1,e1590,"V001_91, V001_92",0.0,0.0,7.0
1,e1591,"V002_91_arr, V002_91",0.0,0.0,1.0
1,e1592,"V002_92, V002_92_dep",0.0,0.0,5.0
1,e1593,"V002_92, V002_93",0.035073930165228084,0.035073930165228084,8.0
1,e1594,"V003_91_arr, V003_91",0.0,0.0,2.0
1,e1595,"V003_92, V003_92_dep",0.0,0.0,1.0
1,e1596,"V003_92, V003_93",0.0,0.0,7.0
1,e1597,"V007_91_arr, V007_91",0.0,0.0,1.0
1,e1598,"V007_92, V007_92_dep",0.0,0.0,2.0
1,e1599,"V007_92, V007_93",0.0,0.0,7.0
1,e1600,"V006_91_arr, V006_91",0.0,0.0,1.0
1,e1601,"V006_92, V006_92_dep",0.0,0.0,4.0
1,e1602,"V006_92, V006_93",0.0,0.0,8.0
1,e1603,"V001_91_dep, V002_96_arr",0.0,0.0,3.0
1,e1604,"V001_91_arr, V001_91",0.0,0.0,2.0
1,e1605,"V001_92, V001_92_dep",0.0,0.0,1.0
1,e1606,"V001_92, V001_93",0.0,0.0,7.0
1,e1607,"V002_92_arr, V002_92",0.0,0.0,1.0
1,e1608,"V002_93, V002_93_dep",0.0,0.0,5.0
1,e1609,"V002_93, V002_94",0.0,0.0,8.0
1,e1610,"V003_92_arr, V003_92",0.0,0.0,2.0
1,e1611,"V003_93, V003_93_dep",0.0,0.0,1.0
1,e1612,"V003_93, V003_94",0.0,0.0,7.0
1,e1613,"V007_92_arr, V007_92",0.0,0.0,1.0
1,e1614,"V007_93, V007_93_dep",0.0,0.0,2.0
1,e1615,"V007_93, V007_94",0.0,0.0,7.0
1,e1616,"V006_92_arr, V006_92",0.0,0.0,1.0
1,e1617,"V006_93, V006_93_dep",0.0,0.0,4.0
1,e1618,"V006_93, V006_94",0.0,0.0,8.0
1,e1619,"V001_92_dep, V002_97_arr",0.0,0.0,3.0
1,e1620,"V001_92_arr, V001_92",0.0,0.0,2.0
1,e1621,"V001_93, V001_93_dep",0.0,0.0,1.0
1,e1622,"V001_93, V001_94",0.0,0.0,7.0
1,e1623,"V002_93_arr, V002_93",0.0,0.0,1.0
1,e1624,"V002_94, V002_94_dep",0.0,0.0,5.0
1,e1625,"V002_94, V002_95",0.0,0.0,8.0
1,e1626,"V003_93_arr, V003_93",0.0,0.0,2.0
1,e1627,"V003_94, V003_94_dep",0.0,0.0,1.0
1,e1628,"V003_94, V003_95",0.0,0.0,7.0
1,e1629,"V007_93_arr, V007_93",0.0,0.0,1.0
1,e1630,"V007_94, V007_94_dep",0.0,0.0,2.0
1,e1631,"V007_94, V007_95",0.0,0.0,7.0
1,e1632,"V006_93_arr, V006_93",0.0,0.0,1.0
1,e1633,"V006_94, V006_94_dep",0.0,0.0,4.0
1,e1634,"V006_94, V006_95",0.0,0.0,8.0
1,e1635,"V001_93_dep, V002_98_arr",0.0,0.0,3.0
1,e1636,"V001_93_arr, V001_93",0.0,0.0,2.0
1,e1637,"V001_94, V001_94_dep",0.0,0.0,1.0
1,e1638,"V001_94, V001_95",0.0,0.0,7.0
1,e1639,"V002_94_arr, V002_94",0.0,0.0,1.0
1,e1640,"V002_95, V002_95_dep",0.0,0.0,5.0
1,e1641,"V002_95, V002_96",0.0,0.0,8.0
1,e1642,"V003_94_arr, V003_94",0.0,0.0,2.0
1,e1643,"V003_95, V003_95_dep",0.0,0.0,1.0
1,e1644,"V003_95, V003_96",0.0,0.0,7.0
1,e1645,"V007_94_arr, V007_94",0.0,0.0,1.0
