Edge Label,Good,Fisher Prices,New Prices,Capacity
e139,"V003_9, V003_9_dep",0.0,0.0,1.0
e140,"V003_9, V003_10",0.0,0.0,7.0
e141,"V002_8_arr, V002_8",0.0,0.0,1.0
e142,"V002_9, V002_9_dep",0.0,0.0,5.0
e143,"V002_9, V002_10",0.0,0.0,8.0
e144,"V006_8_arr, V006_8",0.0,0.0,1.0
e145,"V006_9, V006_9_dep",0.0,0.0,4.0
e146,"V006_9, V006_10",0.0,0.0,8.0
e147,"V001_8_dep, V002_13_arr",0.0,0.0,3.0
e148,"V001_8_arr, V001_8",0.0,0.0,2.0
e149,"V001_9, V001_9_dep",0.0,0.0,1.0
e150,"V001_9, V001_10",0.0,0.0,7.0
e151,"V007_8_dep, V002_46_arr",0.0,0.0,3.0
e152,"V007_8_arr, V007_8",0.0,0.0,1.0
e153,"V007_9, V007_9_dep",0.0,0.0,2.0
e154,"V007_9, V007_10",0.0,0.0,7.0
e155,"V003_9_dep, V006_31_arr",0.0,0.0,4.0
e156,"V003_9_arr, V003_9",0.0,0.0,2.0
e157,"V003_10, V003_10_dep",0.0,0.0,1.0
e158,"V003_10, V003_11",0.0,0.0,7.0
e159,"V002_9_arr, V002_9",0.0,0.0,1.0
e160,"V002_10, V002_10_dep",0.0,0.0,5.0
e161,"V002_10, V002_11",0.0,0.0,8.0
e162,"V006_9_arr, V006_9",0.0,0.0,1.0
e163,"V006_10, V006_10_dep",0.0,0.0,4.0
e164,"V006_10, V006_11",0.0,0.0,8.0
e165,"V001_9_dep, V002_14_arr",0.0,0.0,3.0
e166,"V001_9_arr, V001_9",0.0,0.0,2.0
e167,"V001_10, V001_10_dep",0.0,0.0,1.0
e168,"V001_10, V001_11",0.0,0.0,7.0
e169,"V007_9_dep, V002_47_arr",0.0,0.0,3.0
e170,"V007_9_arr, V007_9",0.0,0.0,1.0
e171,"V007_10, V007_10_dep",0.0,0.0,2.0
e172,"V007_10, V007_11",0.0,0.0,7.0
e173,"V003_10_dep, V006_32_arr",0.0,0.0,4.0
e174,"V003_10_arr, V003_10",0.0,0.0,2.0
e175,"V003_11, V003_11_dep",0.0,0.0,1.0
e176,"V003_11, V003_12",0.0,0.0,7.0
e177,"V002_10_arr, V002_10",0.0,0.0,1.0
e178,"V002_11, V002_11_dep",0.0,0.0,5.0
e179,"V002_11, V002_12",0.0,0.0,8.0
e180,"V006_10_arr, V006_10",0.0,0.0,1.0
e181,"V006_11, V006_11_dep",0.0,0.0,4.0
e182,"V006_11, V006_12",0.0,0.0,8.0
e183,"V001_10_dep, V002_15_arr",0.0,0.0,3.0
e184,"V001_10_arr, V001_10",0.0,0.0,2.0
e185,"V001_11, V001_11_dep",0.0,0.0,1.0
e186,"V001_11, V001_12",0.0,0.0,7.0
e187,"V007_10_dep, V002_48_arr",0.0,0.0,3.0
e188,"V007_10_arr, V007_10",0.0,0.0,1.0
e189,"V007_11, V007_11_dep",0.0,0.0,2.0
e190,"V007_11, V007_12",0.0,0.0,7.0
e191,"V003_11_dep, V006_33_arr",0.0,0.0,4.0
e192,"V003_11_arr, V003_11",0.0,0.0,2.0
e193,"V003_12, V003_12_dep",0.0,0.0,1.0
e194,"V003_12, V003_13",0.0,0.0,7.0
e195,"V002_11_arr, V002_11",0.0,0.0,1.0
e196,"V002_12, V002_12_dep",0.0,0.0,5.0
e197,"V002_12, V002_13",0.0,0.0,8.0
e198,"V006_11_arr, V006_11",0.0,0.0,1.0
e199,"V006_12, V006_12_dep",0.0,0.0,4.0
e200,"V006_12, V006_13",0.0,0.0,8.0
e201,"V001_11_dep, V002_16_arr",0.0,0.0,3.0
e202,"V001_11_arr, V001_11",0.0,0.0,2.0
e203,"V001_12, V001_12_dep",0.0,0.0,1.0
e204,"V001_12, V001_13",0.0,0.0,7.0
e205,"V007_11_dep, V002_49_arr",0.0,0.0,3.0
e206,"V007_11_arr, V007_11",0.0,0.0,1.0
e207,"V007_12, V007_12_dep",0.0,0.0,2.0
e208,"V007_12, V007_13",0.0,0.0,7.0
e209,"V003_12_dep, V006_34_arr",0.0,0.0,4.0
e210,"V003_12_arr, V003_12",0.0,0.0,2.0
e211,"V003_13, V003_13_dep",0.0,0.0,1.0
e212,"V003_13, V003_14",0.0,0.0,7.0
e213,"V002_12_arr, V002_12",0.0,0.0,1.0
e214,"V002_13, V002_13_dep",0.0,0.0,5.0
e215,"V002_13, V002_14",0.0,0.0,8.0
e216,"V006_12_arr, V006_12",0.0,0.0,1.0
e217,"V006_13, V006_13_dep",0.0,0.0,4.0
e218,"V006_13, V006_14",0.0,0.0,8.0
e219,"V001_12_dep, V002_17_arr",0.0,0.0,3.0
e220,"V001_12_arr, V001_12",0.0,0.0,2.0
e221,"V001_13, V001_13_dep",0.0,0.0,1.0
e222,"V001_13, V001_14",0.0,0.0,7.0
e223,"V007_12_dep, V002_50_arr",0.0,0.0,3.0
e224,"V007_12_arr, V007_12",0.0,0.0,1.0
e225,"V007_13, V007_13_dep",0.0,0.0,2.0
e226,"V007_13, V007_14",0.0,0.0,7.0
e227,"V003_13_dep, V006_35_arr",0.0,0.0,4.0
e228,"V003_13_arr, V003_13",0.0,0.0,2.0
e229,"V003_14, V003_14_dep",0.0,0.0,1.0
e230,"V003_14, V003_15",0.0,0.0,7.0
e231,"V002_13_arr, V002_13",0.0,0.0,1.0
e232,"V002_14, V002_14_dep",0.0,0.0,5.0
e233,"V002_14, V002_15",0.0,0.0,8.0
e234,"V006_13_arr, V006_13",0.0,0.0,1.0
e235,"V006_14, V006_14_dep",0.0,0.0,4.0
e236,"V006_14, V006_15",0.0,0.0,8.0
e237,"V001_13_dep, V002_18_arr",0.0,0.0,3.0
e238,"V001_13_arr, V001_13",0.0,0.0,2.0
e239,"V001_14, V001_14_dep",0.0,0.0,1.0
e240,"V001_14, V001_15",0.0,0.0,7.0
e241,"V007_13_dep, V002_51_arr",0.0,0.0,3.0
e242,"V007_13_arr, V007_13",0.0,0.0,1.0
e243,"V007_14, V007_14_dep",0.0,0.0,2.0
e244,"V007_14, V007_15",0.0,0.0,7.0
e245,"V003_14_dep, V006_36_arr",0.0,0.0,4.0
e246,"V003_14_arr, V003_14",0.0,0.0,2.0
e247,"V003_15, V003_15_dep",0.0,0.0,1.0
e248,"V003_15, V003_16",0.0,0.0,7.0
e249,"V002_14_arr, V002_14",0.0,0.0,1.0
e250,"V002_15, V002_15_dep",0.0,0.0,5.0
e251,"V002_15, V002_16",0.0,0.0,8.0
e252,"V006_14_arr, V006_14",0.0,0.0,1.0
e253,"V006_15, V006_15_dep",0.0,0.0,4.0
e254,"V006_15, V006_16",0.0,0.0,8.0
e255,"V001_14_dep, V002_19_arr",0.0,0.0,3.0
e256,"V001_14_arr, V001_14",0.0,0.0,2.0
e257,"V001_15, V001_15_dep",0.0,0.0,1.0
e258,"V001_15, V001_16",0.0,0.0,7.0
e259,"V007_14_dep, V002_52_arr",0.0,0.0,3.0
e260,"V007_14_arr, V007_14",0.0,0.0,1.0
e261,"V007_15, V007_15_dep",0.0,0.0,2.0
e262,"V007_15, V007_16",0.0,0.0,7.0
e263,"V003_15_dep, V006_37_arr",0.0,0.0,4.0
e264,"V003_15_arr, V003_15",0.0,0.0,2.0
e265,"V003_16, V003_16_dep",0.0,0.0,1.0
e266,"V003_16, V003_17",0.0,0.0,7.0
e267,"V002_15_arr, V002_15",0.0,0.0,1.0
e268,"V002_16, V002_16_dep",0.0,0.0,5.0
e269,"V002_16, V002_17",0.0,0.0,8.0
e270,"V006_15_arr, V006_15",0.0,0.0,1.0
e271,"V006_16, V006_16_dep",0.0,0.0,4.0
e272,"V006_16, V006_17",0.0,0.0,8.0
e273,"V001_15_dep, V002_20_arr",0.0,0.0,3.0
e274,"V001_15_arr, V001_15",0.0,0.0,2.0
e275,"V001_16, V001_16_dep",0.0,0.0,1.0
e276,"V001_16, V001_17",0.0,0.0,7.0
e277,"V007_15_dep, V002_53_arr",0.0,0.0,3.0
e278,"V007_15_arr, V007_15",0.0,0.0,1.0
e279,"V007_16, V007_16_dep",0.0,0.0,2.0
e280,"V007_16, V007_17",0.0,0.0,7.0
e281,"V003_16_dep, V006_38_arr",0.0,0.0,4.0
e282,"V003_16_arr, V003_16",0.0,0.0,2.0
e283,"V003_17, V003_17_dep",0.0,0.0,1.0
e284,"V003_17, V003_18",0.0,0.0,7.0
e285,"V002_16_arr, V002_16",0.0,0.0,1.0
e286,"V002_17, V002_17_dep",0.0,0.0,5.0
e287,"V002_17, V002_18",0.0,0.0,8.0
e288,"V006_16_arr, V006_16",0.0,0.0,1.0
e289,"V006_17, V006_17_dep",0.0,0.0,4.0
e290,"V006_17, V006_18",0.0,0.0,8.0
e291,"V001_16_dep, V002_21_arr",0.0,0.0,3.0
e292,"V001_16_arr, V001_16",0.0,0.0,2.0
e293,"V001_17, V001_17_dep",0.0,0.0,1.0
e294,"V001_17, V001_18",0.0,0.0,7.0
e295,"V007_16_dep, V002_54_arr",0.0,0.0,3.0
e296,"V007_16_arr, V007_16",0.0,0.0,1.0
e297,"V007_17, V007_17_dep",0.0,0.0,2.0
e298,"V007_17, V007_18",0.0,0.0,7.0
e299,"V003_17_dep, V006_39_arr",0.0,0.0,4.0
e300,"V003_17_arr, V003_17",0.0,0.0,2.0
e301,"V003_18, V003_18_dep",0.0,0.0,1.0
e302,"V003_18, V003_19",0.0,0.0,7.0
e303,"V002_17_arr, V002_17",0.0,0.0,1.0
e304,"V002_18, V002_18_dep",0.0,0.0,5.0
e305,"V002_18, V002_19",0.0,0.0,8.0
e306,"V006_17_arr, V006_17",0.0,0.0,1.0
e307,"V006_18, V006_18_dep",0.0,0.0,4.0
e308,"V006_18, V006_19",0.0,0.0,8.0
e309,"V001_17_dep, V002_22_arr",0.0,0.0,3.0
e310,"V001_17_arr, V001_17",0.0,0.0,2.0
e311,"V001_18, V001_18_dep",0.0,0.0,1.0
e312,"V001_18, V001_19",0.0,0.0,7.0
e313,"V007_17_dep, V002_55_arr",0.0,0.0,3.0
e314,"V007_17_arr, V007_17",0.0,0.0,1.0
e315,"V007_18, V007_18_dep",0.0,0.0,2.0
e316,"V007_18, V007_19",0.0,0.0,7.0
e317,"V003_18_dep, V006_40_arr",0.0,0.0,4.0
e318,"V003_18_arr, V003_18",0.0,0.0,2.0
e319,"V003_19, V003_19_dep",0.0,0.0,1.0
e320,"V003_19, V003_20",0.0,0.0,7.0
e321,"V002_18_arr, V002_18",19.844216687456733,19.844216687456733,1.0
e322,"V002_19, V002_19_dep",0.0,0.0,5.0
e323,"V002_19, V002_20",0.0,0.0,8.0
e324,"V006_18_arr, V006_18",0.0,0.0,1.0
e325,"V006_19, V006_19_dep",0.0,0.0,4.0
e326,"V006_19, V006_20",0.0,0.0,8.0
e327,"V001_18_dep, V002_23_arr",0.0,0.0,3.0
e328,"V001_18_arr, V001_18",0.0,0.0,2.0
e329,"V001_19, V001_19_dep",0.0,0.0,1.0
e330,"V001_19, V001_20",0.0,0.0,7.0
e331,"V007_18_dep, V002_56_arr",0.0,0.0,3.0
e332,"V007_18_arr, V007_18",0.0,0.0,1.0
e333,"V007_19, V007_19_dep",0.0,0.0,2.0
e334,"V007_19, V007_20",0.0,0.0,7.0
e335,"V003_19_dep, V006_41_arr",0.0,0.0,4.0
e336,"V003_19_arr, V003_19",0.0,0.0,2.0
e337,"V003_20, V003_20_dep",0.0,0.0,1.0
e338,"V003_20, V003_21",0.0,0.0,7.0
e339,"V002_19_arr, V002_19",9.738589803461231,9.738589803461231,1.0
e340,"V002_20, V002_20_dep",0.0,0.0,5.0
e341,"V002_20, V002_21",0.0,0.0,8.0
e342,"V006_19_arr, V006_19",0.0,0.0,1.0
e343,"V006_20, V006_20_dep",0.0,0.0,4.0
e344,"V006_20, V006_21",0.0,0.0,8.0
e345,"V001_19_dep, V002_24_arr",0.0,0.0,3.0
e346,"V001_19_arr, V001_19",0.0,0.0,2.0
e347,"V001_20, V001_20_dep",0.0,0.0,1.0
e348,"V001_20, V001_21",0.0,0.0,7.0
e349,"V007_19_dep, V002_57_arr",0.0,0.0,3.0
e350,"V007_19_arr, V007_19",0.0,0.0,1.0
e351,"V007_20, V007_20_dep",0.0,0.0,2.0
e352,"V007_20, V007_21",0.0,0.0,7.0
e353,"V003_20_dep, V006_42_arr",0.0,0.0,4.0
e354,"V003_20_arr, V003_20",0.0,0.0,2.0
e355,"V003_21, V003_21_dep",0.0,0.0,1.0
e356,"V003_21, V003_22",0.0,0.0,7.0
e357,"V002_20_arr, V002_20",2.2137522536120597,2.2137522536120597,1.0
e358,"V002_21, V002_21_dep",0.0,0.0,5.0
e359,"V002_21, V002_22",0.0,0.0,8.0
e360,"V006_20_arr, V006_20",0.0,0.0,1.0
e361,"V006_21, V006_21_dep",0.0,0.0,4.0
e362,"V006_21, V006_22",0.0,0.0,8.0
e363,"V001_20_dep, V002_25_arr",0.0,0.0,3.0
e364,"V001_20_arr, V001_20",0.0,0.0,2.0
e365,"V001_21, V001_21_dep",0.0,0.0,1.0
e366,"V001_21, V001_22",0.0,0.0,7.0
e367,"V007_20_dep, V002_58_arr",0.0,0.0,3.0
e368,"V007_20_arr, V007_20",0.0,0.0,1.0
e369,"V007_21, V007_21_dep",0.0,0.0,2.0
e370,"V007_21, V007_22",0.0,0.0,7.0
e371,"V003_21_dep, V006_43_arr",0.0,0.0,4.0
e372,"V003_21_arr, V003_21",0.0,0.0,2.0
e373,"V003_22, V003_22_dep",0.0,0.0,1.0
e374,"V003_22, V003_23",0.0,0.0,7.0
e375,"V002_21_arr, V002_21",0.0,0.0,1.0
e376,"V002_22, V002_22_dep",0.0,0.0,5.0
e377,"V002_22, V002_23",0.0,0.0,8.0
e378,"V006_21_arr, V006_21",0.0,0.0,1.0
e379,"V006_22, V006_22_dep",0.0,0.0,4.0
e380,"V006_22, V006_23",0.0,0.0,8.0
e381,"V001_21_dep, V002_26_arr",0.0,0.0,3.0
e382,"V001_21_arr, V001_21",0.0,0.0,2.0
e383,"V001_22, V001_22_dep",0.0,0.0,1.0
e384,"V001_22, V001_23",0.0,0.0,7.0
e385,"V007_21_dep, V002_59_arr",0.0,0.0,3.0
e386,"V007_21_arr, V007_21",0.0,0.0,1.0
e387,"V007_22, V007_22_dep",0.0,0.0,2.0
e388,"V007_22, V007_23",0.0,0.0,7.0
e389,"V003_22_dep, V006_44_arr",0.0,0.0,4.0
e390,"V003_22_arr, V003_22",0.0,0.0,2.0
e391,"V003_23, V003_23_dep",0.0,0.0,1.0
e392,"V003_23, V003_24",0.0,0.0,7.0
e393,"V002_22_arr, V002_22",0.0,0.0,1.0
e394,"V002_23, V002_23_dep",0.0,0.0,5.0
e395,"V002_23, V002_24",0.0,0.0,8.0
e396,"V006_22_arr, V006_22",0.0,0.0,1.0
e397,"V006_23, V006_23_dep",0.0,0.0,4.0
e398,"V006_23, V006_24",0.0,0.0,8.0
e399,"V001_22_dep, V002_27_arr",0.0,0.0,3.0
e400,"V001_22_arr, V001_22",0.0,0.0,2.0
e401,"V001_23, V001_23_dep",0.0,0.0,1.0
e402,"V001_23, V001_24",0.0,0.0,7.0
e403,"V007_22_dep, V002_60_arr",0.0,0.0,3.0
e404,"V007_22_arr, V007_22",0.0,0.0,1.0
e405,"V007_23, V007_23_dep",0.0,0.0,2.0
e406,"V007_23, V007_24",0.0,0.0,7.0
e407,"V003_23_dep, V006_45_arr",0.0,0.0,4.0
e408,"V003_23_arr, V003_23",0.0,0.0,2.0
e409,"V003_24, V003_24_dep",0.0,0.0,1.0
e410,"V003_24, V003_25",0.0,0.0,7.0
e411,"V002_23_arr, V002_23",0.0,0.0,1.0
e412,"V002_24, V002_24_dep",0.0,0.0,5.0
e413,"V002_24, V002_25",0.0,0.0,8.0
e414,"V006_23_arr, V006_23",0.0,0.0,1.0
e415,"V006_24, V006_24_dep",0.0,0.0,4.0
e416,"V006_24, V006_25",0.0,0.0,8.0
e417,"V001_23_dep, V002_28_arr",0.0,0.0,3.0
e418,"V001_23_arr, V001_23",0.0,0.0,2.0
e419,"V001_24, V001_24_dep",0.0,0.0,1.0
e420,"V001_24, V001_25",0.0,0.0,7.0
e421,"V007_23_dep, V002_61_arr",0.0,0.0,3.0
e422,"V007_23_arr, V007_23",0.0,0.0,1.0
e423,"V007_24, V007_24_dep",0.0,0.0,2.0
e424,"V007_24, V007_25",0.0,0.0,7.0
e425,"V003_24_dep, V006_46_arr",0.0,0.0,4.0
e426,"V003_24_arr, V003_24",0.0,0.0,2.0
e427,"V003_25, V003_25_dep",0.0,0.0,1.0
e428,"V003_25, V003_26",0.0,0.0,7.0
e429,"V002_24_arr, V002_24",0.0,0.0,1.0
e430,"V002_25, V002_25_dep",0.0,0.0,5.0
e431,"V002_25, V002_26",0.0,0.0,8.0
e432,"V006_24_arr, V006_24",0.0,0.0,1.0
e433,"V006_25, V006_25_dep",0.0,0.0,4.0
e434,"V006_25, V006_26",0.0,0.0,8.0
e435,"V001_24_dep, V002_29_arr",0.0,0.0,3.0
e436,"V001_24_arr, V001_24",0.0,0.0,2.0
e437,"V001_25, V001_25_dep",0.0,0.0,1.0
e438,"V001_25, V001_26",0.0,0.0,7.0
e439,"V007_24_dep, V002_62_arr",0.0,0.0,3.0
e440,"V007_24_arr, V007_24",0.0,0.0,1.0
e441,"V007_25, V007_25_dep",0.0,0.0,2.0
e442,"V007_25, V007_26",0.0,0.0,7.0
e443,"V003_25_dep, V006_47_arr",0.0,0.0,4.0
e444,"V003_25_arr, V003_25",0.0,0.0,2.0
e445,"V003_26, V003_26_dep",0.0,0.0,1.0
e446,"V003_26, V003_27",0.0,0.0,7.0
e447,"V002_25_arr, V002_25",0.0,0.0,1.0
e448,"V002_26, V002_26_dep",0.0,0.0,5.0
e449,"V002_26, V002_27",0.0,0.0,8.0
e450,"V006_25_arr, V006_25",0.0,0.0,1.0
e451,"V006_26, V006_26_dep",0.0,0.0,4.0
e452,"V006_26, V006_27",0.0,0.0,8.0
e453,"V001_25_dep, V002_30_arr",0.0,0.0,3.0
e454,"V001_25_arr, V001_25",0.0,0.0,2.0
e455,"V001_26, V001_26_dep",0.0,0.0,1.0
e456,"V001_26, V001_27",0.0,0.0,7.0
e457,"V007_25_dep, V002_63_arr",0.0,0.0,3.0
e458,"V007_25_arr, V007_25",0.0,0.0,1.0
e459,"V007_26, V007_26_dep",0.0,0.0,2.0
e460,"V007_26, V007_27",0.0,0.0,7.0
e461,"V003_26_dep, V006_48_arr",0.0,0.0,4.0
e462,"V003_26_arr, V003_26",0.0,0.0,2.0
e463,"V003_27, V003_27_dep",0.0,0.0,1.0
e464,"V003_27, V003_28",0.0,0.0,7.0
e465,"V002_26_arr, V002_26",0.0,0.0,1.0
e466,"V002_27, V002_27_dep",0.0,0.0,5.0
e467,"V002_27, V002_28",0.0,0.0,8.0
e468,"V006_26_arr, V006_26",0.0,0.0,1.0
e469,"V006_27, V006_27_dep",0.0,0.0,4.0
e470,"V006_27, V006_28",0.0,0.0,8.0
e471,"V001_26_dep, V002_31_arr",0.0,0.0,3.0
e472,"V001_26_arr, V001_26",0.0,0.0,2.0
e473,"V001_27, V001_27_dep",0.0,0.0,1.0
e474,"V001_27, V001_28",0.0,0.0,7.0
e475,"V007_26_dep, V002_64_arr",0.0,0.0,3.0
e476,"V007_26_arr, V007_26",0.0,0.0,1.0
e477,"V007_27, V007_27_dep",0.0,0.0,2.0
e478,"V007_27, V007_28",0.0,0.0,7.0
e479,"V003_27_dep, V006_49_arr",0.0,0.0,4.0
e480,"V003_27_arr, V003_27",0.0,0.0,2.0
e481,"V003_28, V003_28_dep",0.0,0.0,1.0
e482,"V003_28, V003_29",0.0,0.0,7.0
e483,"V002_27_arr, V002_27",0.0,0.0,1.0
e484,"V002_28, V002_28_dep",0.0,0.0,5.0
e485,"V002_28, V002_29",0.0,0.0,8.0
e486,"V006_27_arr, V006_27",0.0,0.0,1.0
